addr_state,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
un_emp_rate,8.3,7.4,8.8,7.8,11.2,8.2,8.3,7.2,9.9,9.1,9.8,6.8,7.8,9.4,8.8,5.3,6.1,8.6,7.5,7.7,7,6.8,9.4,5.9,9.4,7.6,6.4,4.2,12.3,5.4,9.2,7.6,8.6,9.8,3.3,8,5.6,9.2,7.8,11.2,10,4.4,8.1,7.2,6,5.2,6.4,8.8,7.5,7.3,5.6
